PP2,ECH,PER,PP3,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P12,P13,DP13,P15,P17,P17A,P15A,P23A,P20,P21,P23,P24,P25,P19,P19A,COEQ,PL9A,PL9B,PLP2,PL27,PL24,PL25,PL26,PL28,PL29,PWE,menage_id_constr,household_id,person_id_constr,person_id,person_weight,trip_weight,number_of_trips,is_passenger
1140,0054,02,3,1,2,2,48,1.0,6.0,1.0,0.0,32.0,4.0,1.0,,0,,,,,1.0,4.0,5.0,5.0,4.0,2.0,1.0,2.0,53.198080000000004,52 42543,,0,0,,,,,,,11400054,1291,1140005402,2383,53.198080000000004,53.198080000000004,3,True
1140,0007,01,5,1,1,1,64,1.0,2.0,7.0,0.0,55.0,4.0,,,0,,,,,5.0,5.0,5.0,1.0,4.0,5.0,1.0,,51.95577,5   3,,1,0,,,,,,,11400007,1292,1140000701,2384,51.95577,51.95577,5,False
1140,0007,02,5,1,2,2,61,1.0,3.0,7.0,0.0,54.0,4.0,,,0,,,,,1.0,4.0,5.0,1.0,5.0,5.0,1.0,,51.95577,5   1,,1,0,,,,,,,11400007,1292,1140000702,2385,51.95577,51.95577,4,False
1140,0063,01,4,1,1,1,58,1.0,4.0,1.0,0.0,61.0,4.0,5.0,8888.0,0,,,,,1.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,51.95577,51 5   3,,0,0,,,,,,,11400063,1293,1140006301,2386,51.95577,51.95577,2,False
1140,0063,02,4,1,2,2,53,1.0,4.0,1.0,0.0,46.0,4.0,5.0,1140.0,1337,1.0,4.0,,1.0,1.0,5.0,5.0,1.0,4.0,4.0,1.0,1.0,53.198080000000004,5235   3,,0,0,,,,,,,11400063,1293,1140006302,2387,53.198080000000004,53.198080000000004,2,False
1140,0079,01,3,1,1,1,47,1.0,5.0,1.0,0.0,46.0,4.0,5.0,1320.0,2204,1.0,4.0,,1.0,1.0,4.0,5.0,4.0,1.0,5.0,1.0,1.0,55.22144,5335   3,,0,0,,,,,,,11400079,1294,1140007901,2388,55.22144,55.22144,4,False
1140,0079,02,3,1,2,2,46,1.0,5.0,2.0,0.0,46.0,4.0,5.0,1318.0,10270,1.0,4.0,,1.0,2.0,4.0,5.0,1.0,2.0,5.0,1.0,6.0,55.22144,4334   3,,0,0,,,,,,,11400079,1294,1140007902,2389,55.22144,55.22144,4,True
1140,0079,03,3,1,2,3,10,2.0,0.0,5.0,0.0,83.0,4.0,5.0,1210.0,2915,,,,,1.0,4.0,5.0,5.0,1.0,3.0,1.0,,43.82443,5   3,,0,0,,,,,,,11400079,1294,1140007903,2390,43.82443,43.82443,2,True
1140,0082,01,1,1,1,1,47,1.0,6.0,1.0,0.0,36.0,4.0,5.0,1160.0,3543,1.0,4.0,,5.0,1.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,85.20546,5134   3,,0,0,,,,,,,11400082,1295,1140008201,2391,85.20546,85.20546,4,False
1140,0082,02,1,1,2,2,45,1.0,5.0,2.0,0.0,46.0,4.0,5.0,1160.0,3543,1.0,1.0,,5.0,1.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,85.20546,5135   3,,0,0,,,,,,,11400082,1295,1140008202,2392,85.20546,85.20546,7,False
1140,0082,03,1,1,2,3,18,2.0,0.0,5.0,0.0,85.0,4.0,5.0,1303.0,3042,4.0,,3.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,,90.54491999999999,35   3,,0,0,,,,,,,11400082,1295,1140008203,2393,90.54491999999999,90.54491999999999,2,True
1140,0082,04,1,1,1,3,13,2.0,0.0,5.0,0.0,84.0,3.0,5.0,1153.0,2884,,,,,1.0,5.0,5.0,5.0,4.0,1.0,1.0,,94.83866,51553,,0,0,,,,,,,11400082,1295,1140008204,2394,94.83866,94.83866,2,False
1140,0084,01,5,1,1,1,37,1.0,6.0,1.0,0.0,41.0,4.0,4.0,1100.0,6504,1.0,4.0,,1.0,2.0,4.0,5.0,1.0,4.0,2.0,1.0,1.0,60.67249,31352553,,0,0,,,,,,,11400084,1296,1140008401,2395,60.67249,60.67249,6,False
1140,0084,02,5,1,2,4,27,1.0,6.0,1.0,0.0,41.0,3.0,5.0,1100.0,6504,1.0,4.0,,1.0,2.0,4.0,5.0,1.0,3.0,2.0,1.0,6.0,60.67249,41352553,,0,0,,,,,,,11400084,1296,1140008402,2396,60.67249,60.67249,4,True
1140,0087,01,1,1,2,2,43,1.0,4.0,1.0,0.0,56.0,2.0,5.0,1120.0,8465,1.0,4.0,,5.0,1.0,5.0,5.0,1.0,5.0,2.0,1.0,1.0,85.20546,51352553,,0,0,,,,,,,11400087,1297,1140008701,2397,85.20546,85.20546,4,False
1140,0087,02,1,1,1,1,41,1.0,5.0,1.0,0.0,51.0,4.0,5.0,1078.0,6704,1.0,2.0,,5.0,1.0,5.0,3.0,1.0,5.0,2.0,1.0,1.0,85.20546,52352553,,0,0,,,,,,,11400087,1297,1140008702,2398,85.20546,85.20546,3,False
1140,0087,03,1,1,2,3,9,2.0,0.0,5.0,0.0,83.0,4.0,5.0,1140.0,530,,,,,1.0,5.0,5.0,5.0,2.0,5.0,1.0,,67.62013,5   3,,0,0,,,,,,,11400087,1297,1140008703,2399,67.62013,67.62013,4,False
1140,0087,04,1,1,1,3,7,2.0,0.0,5.0,0.0,83.0,4.0,5.0,1140.0,530,,,,,1.0,5.0,5.0,5.0,2.0,5.0,1.0,,67.62013,5   3,,0,0,,,,,,,11400087,1297,1140008704,2400,67.62013,67.62013,4,False
1140,0107,01,1,1,2,2,62,2.0,2.0,7.0,0.0,55.0,4.0,,,0,,,,,1.0,4.0,5.0,5.0,1.0,2.0,1.0,,51.95577,52553,,0,0,,,,,,,11400107,1298,1140010701,2401,51.95577,51.95577,2,True
1140,0107,02,1,1,1,1,60,1.0,2.0,7.0,0.0,61.0,4.0,,,0,,,,,1.0,4.0,5.0,1.0,5.0,5.0,1.0,,51.95577,5   3,,0,0,,,,,,,11400107,1298,1140010702,2402,51.95577,51.95577,2,False
1140,0114,01,4,1,2,1,45,1.0,4.0,1.0,0.0,56.0,4.0,5.0,1140.0,228,1.0,4.0,,5.0,1.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,55.22144,5334   3,,0,0,,,,,,,11400114,1299,1140011401,2403,55.22144,55.22144,9,False
1140,0114,02,4,1,2,3,15,2.0,0.0,5.0,0.0,84.0,3.0,5.0,1140.0,228,,,,,2.0,5.0,5.0,5.0,2.0,1.0,1.0,,61.464690000000004,42521,,0,0,,,,,,,11400114,1299,1140011402,2404,61.464690000000004,61.464690000000004,4,False
1140,0114,03,4,1,1,3,11,2.0,0.0,5.0,0.0,83.0,4.0,5.0,1140.0,516,,,,,1.0,4.0,5.0,5.0,2.0,5.0,1.0,,61.464690000000004,4   3,,0,0,,,,,,,11400114,1299,1140011403,2405,61.464690000000004,61.464690000000004,4,False
1140,0029,01,3,1,1,1,63,1.0,3.0,7.0,0.0,36.0,4.0,,,0,,,,,2.0,4.0,5.0,2.0,2.0,4.0,1.0,,51.95577,5   3,,0,0,,,,,,,11400029,1300,1140002901,2406,51.95577,51.95577,2,True
1140,0029,02,3,1,2,2,50,1.0,4.0,1.0,0.0,54.0,4.0,5.0,1578.0,9560,1.0,3.0,,5.0,1.0,4.0,5.0,1.0,2.0,4.0,1.0,1.0,53.198080000000004,4134   3,,0,0,,,,,,,11400029,1300,1140002902,2407,53.198080000000004,53.198080000000004,4,False
1140,0040,01,5,1,2,1,63,1.0,4.0,1.0,0.0,51.0,4.0,5.0,1140.0,236,3.0,,3.0,1.0,1.0,5.0,5.0,2.0,5.0,3.0,1.0,1.0,111.4631,5134   1,,1,0,,,,,,,11400040,1301,1140004001,2408,111.4631,111.4631,7,False
1140,0041,01,2,1,1,1,28,1.0,4.0,1.0,0.0,55.0,4.0,5.0,1420.0,13402,1.0,4.0,,1.0,2.0,5.0,5.0,1.0,5.0,4.0,1.0,1.0,60.67249,5135   3,,0,0,,,,,,,11400041,1302,1140004101,2409,60.67249,60.67249,4,False
1140,0041,02,2,1,2,2,20,1.0,4.0,1.0,0.0,55.0,1.0,5.0,1251.0,9890,4.0,,3.0,1.0,1.0,5.0,5.0,4.0,4.0,1.0,1.0,6.0,56.531780000000005,51341553,,0,0,,,,,,,11400041,1302,1140004102,2410,56.531780000000005,56.531780000000005,2,False
1140,0043,01,2,1,2,1,46,2.0,2.0,2.0,0.0,51.0,3.0,5.0,1140.0,978,4.0,,1.0,3.0,1.0,4.0,5.0,5.0,2.0,2.0,1.0,1.0,114.1283,52241233,,0,0,,,,,,,11400043,1303,1140004301,2411,114.1283,114.1283,4,False
1140,0101,01,3,1,2,1,42,1.0,4.0,1.0,0.0,41.0,3.0,5.0,1140.0,236,4.0,,3.0,1.0,1.0,5.0,5.0,2.0,4.0,3.0,1.0,5.0,53.198080000000004,5135   3,,0,0,,,,,,,11400101,1304,1140010101,2412,53.198080000000004,53.198080000000004,5,False
1140,0101,02,3,1,1,3,16,2.0,0.0,5.0,0.0,85.0,3.0,5.0,1353.0,9917,,,,,1.0,5.0,5.0,5.0,4.0,1.0,1.0,,59.21258,51513,,0,0,,,,,,,11400101,1304,1140010102,2413,59.21258,59.21258,2,False
1140,0115,01,2,1,2,1,81,1.0,2.0,7.0,0.0,61.0,1.0,,,0,,,,,2.0,5.0,5.0,2.0,4.0,2.0,2.0,,107.4945,52543,2.0,0,0,,,,,,,11400115,1305,1140011501,2414,107.4945,107.4945,0,False
1140,0581,01,5,1,2,2,49,2.0,4.0,1.0,0.0,56.0,3.0,5.0,8888.0,0,,,,,1.0,4.0,1.0,5.0,4.0,1.0,1.0,1.0,55.22144,62 51213,,1,0,,,,,,,11400581,1306,1140058101,2415,55.22144,55.22144,5,False
1140,0581,02,5,1,1,1,44,1.0,2.0,1.0,0.0,61.0,4.0,5.0,1490.0,14771,1.0,4.0,,1.0,1.0,5.0,5.0,1.0,4.0,2.0,1.0,1.0,55.22144,61352453,,1,0,,,,,,,11400581,1306,1140058102,2416,55.22144,55.22144,12,False
1140,0581,03,5,1,2,3,8,2.0,0.0,5.0,0.0,83.0,3.0,5.0,1140.0,1403,,,,,1.0,5.0,5.0,5.0,1.0,1.0,1.0,,43.82443,51523,,0,0,,,,,,,11400581,1306,1140058103,2417,43.82443,43.82443,2,True
1140,0013,01,4,1,2,1,59,1.0,3.0,7.0,0.0,46.0,4.0,,,0,,,,,2.0,5.0,5.0,2.0,2.0,2.0,1.0,,111.4631,32553,,0,0,,,,,,,11400013,1307,1140001301,2418,111.4631,111.4631,2,False
1140,0023,01,2,1,2,1,86,1.0,1.0,8.0,0.0,82.0,4.0,,,0,,,,,2.0,5.0,5.0,4.0,2.0,5.0,1.0,,107.4945,5   3,,0,0,,,,,,,11400023,1308,1140002301,2419,107.4945,107.4945,2,False
1140,0033,01,2,1,1,1,32,1.0,6.0,1.0,0.0,32.0,2.0,3.0,1253.0,8967,4.0,,1.0,2.0,1.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,62.98011999999999,51431543,,0,0,,,,,,,11400033,1309,1140003301,2420,62.98011999999999,62.98011999999999,5,False
1140,0033,02,2,1,2,2,26,3.0,6.0,6.0,0.0,81.0,3.0,,,0,,,,,1.0,5.0,5.0,4.0,4.0,2.0,1.0,,62.98011999999999,42523,,0,0,,,,,,,11400033,1309,1140003302,2421,62.98011999999999,62.98011999999999,4,False
1140,0033,03,2,1,2,4,24,2.0,0.0,4.0,0.0,88.0,3.0,5.0,1253.0,10490,4.0,,1.0,2.0,1.0,5.0,5.0,5.0,4.0,1.0,1.0,,58.68193,451543,,0,0,,,,,,,11400033,1309,1140003303,2422,58.68193,58.68193,4,False
1140,0044,01,4,1,1,1,52,1.0,3.0,1.0,0.0,46.0,1.0,5.0,1208.0,8455,1.0,4.0,,1.0,2.0,5.0,5.0,1.0,2.0,2.0,1.0,1.0,55.22144,52452453,,1,0,,,,,,,11400044,1310,1140004401,2423,55.22144,55.22144,5,False
1140,0044,02,4,1,2,2,50,1.0,2.0,1.0,0.0,56.0,3.0,1.0,,0,,,,,1.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,55.22144,51 51553,,1,0,,,,,,,11400044,1310,1140004402,2424,55.22144,55.22144,2,False
1140,0044,03,4,1,1,3,17,3.0,0.0,5.0,0.0,85.0,1.0,5.0,1143.0,557,,,,,2.0,1.0,5.0,2.0,2.0,2.0,1.0,,61.464690000000004,52553,,1,0,,,,,,,11400044,1310,1140004403,2425,61.464690000000004,61.464690000000004,4,False
1140,0047,01,1,1,1,1,31,1.0,4.0,1.0,0.0,61.0,4.0,5.0,1118.0,2751,1.0,3.0,,1.0,1.0,5.0,2.0,1.0,2.0,5.0,1.0,1.0,97.17694,5135   3,,0,0,,,,,,,11400047,1311,1140004701,2426,97.17694,97.17694,6,False
1140,0047,02,1,1,2,2,31,1.0,2.0,1.0,0.0,46.0,4.0,5.0,1141.0,1546,1.0,4.0,,1.0,1.0,5.0,5.0,1.0,2.0,5.0,1.0,6.0,97.17694,5235   3,,0,0,,,,,,,11400047,1311,1140004702,2427,97.17694,97.17694,8,True
1140,0047,03,1,1,1,3,6,2.0,0.0,5.0,0.0,83.0,4.0,5.0,1140.0,651,,,,,1.0,5.0,5.0,5.0,2.0,5.0,1.0,,67.62013,5   3,,0,0,,,,,,,11400047,1311,1140004703,2428,67.62013,67.62013,2,True
1140,0047,04,1,1,1,3,5,2.0,0.0,5.0,0.0,83.0,4.0,5.0,1140.0,363,,,,,1.0,5.0,5.0,5.0,2.0,5.0,1.0,,67.62013,5   3,,0,0,,,,,,,11400047,1311,1140004704,2429,67.62013,67.62013,2,True
1140,0047,05,1,1,2,3,2,,,,,,,,,0,,,,,,,,,,,,,202.6659,,,0,0,,,,,,,11400047,1311,1140004705,2430,202.6659,202.6659,0,False
1140,0049,01,5,1,1,1,38,1.0,6.0,6.0,0.0,36.0,4.0,,,0,,,,,1.0,3.0,5.0,1.0,2.0,2.0,1.0,,60.67249,42553,,1,0,,,,,,,11400049,1312,1140004901,2431,60.67249,60.67249,6,False
1140,0049,02,5,1,2,2,37,1.0,6.0,1.0,0.0,41.0,2.0,5.0,1100.0,5136,4.0,,2.0,1.0,1.0,3.0,5.0,2.0,2.0,1.0,1.0,1.0,60.67249,51451553,,1,0,,,,,,,11400049,1312,1140004902,2432,60.67249,60.67249,4,False
1140,0051,01,3,1,1,1,88,2.0,9.0,7.0,0.0,66.0,1.0,,,0,,,,,4.0,5.0,5.0,5.0,4.0,5.0,2.0,,50.10589,5   1,60.0,0,0,,,,,,,11400051,1313,1140005101,2433,50.10589,50.10589,0,False
1140,0051,02,3,1,2,2,75,2.0,9.0,7.0,0.0,61.0,1.0,,,0,,,,,1.0,5.0,5.0,5.0,5.0,2.0,1.0,,66.48787,52453,,0,0,,,,,,,11400051,1313,1140005102,2434,66.48787,66.48787,2,False
1140,0055,01,4,1,1,1,54,1.0,4.0,6.0,0.0,61.0,4.0,,,0,,,,,2.0,5.0,5.0,1.0,5.0,2.0,1.0,,85.20546,52543,,0,0,,,,,,,11400055,1314,1140005501,2435,85.20546,85.20546,6,False
1140,0055,02,4,1,2,2,50,2.0,2.0,1.0,0.0,61.0,4.0,5.0,1290.0,6996,4.0,,3.0,3.0,1.0,5.0,5.0,5.0,1.0,2.0,1.0,6.0,85.20546,51352543,,1,0,,,,,,,11400055,1314,1140005502,2436,85.20546,85.20546,6,True
1140,0055,03,4,1,1,3,18,1.0,0.0,5.0,0.0,85.0,3.0,5.0,1193.0,6012,4.0,,3.0,3.0,1.0,5.0,5.0,5.0,4.0,1.0,1.0,,90.54491999999999,351113,,0,0,,,,,,,11400055,1314,1140005503,2437,90.54491999999999,90.54491999999999,5,False
1140,0055,04,4,2,1,3,9,2.0,0.0,5.0,0.0,83.0,4.0,5.0,9622.0,23149,,,,,,,,,,,2.0,,67.62013,,,0,0,,,,,,,11400055,1314,1140005504,2438,67.62013,67.62013,0,False
1140,0059,01,5,1,2,1,34,1.0,6.0,2.0,0.0,41.0,4.0,5.0,8888.0,0,,,,,2.0,5.0,5.0,1.0,2.0,5.0,1.0,5.0,62.98011999999999,31 4   3,,1,0,,,,,,,11400059,1315,1140005901,2439,62.98011999999999,62.98011999999999,9,False
1140,0059,02,5,1,2,2,32,1.0,6.0,1.0,0.0,32.0,4.0,5.0,4078.0,25533,1.0,4.0,,2.0,2.0,5.0,5.0,1.0,4.0,4.0,1.0,1.0,62.98011999999999,5234   3,,0,0,,,,,,,11400059,1315,1140005902,2440,62.98011999999999,62.98011999999999,2,False
1140,0059,03,5,1,1,3,4,,,,,,,,,0,,,,,,,,,,,,,131.3472,,,0,0,,,,,,,11400059,1315,1140005903,2441,131.3472,131.3472,0,False
1140,0080,01,1,1,1,1,22,2.0,2.0,1.0,0.0,61.0,4.0,5.0,1350.0,9744,4.0,,3.0,2.0,1.0,1.0,5.0,5.0,2.0,4.0,1.0,1.0,56.531780000000005,5235   3,,0,0,,,,,,,11400080,1316,1140008001,2442,56.531780000000005,56.531780000000005,2,False
1140,0080,02,1,1,1,2,22,2.0,2.0,1.0,0.0,56.0,2.0,5.0,1010.0,4354,4.0,,1.0,5.0,1.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,56.531780000000005,52351553,,0,0,,,,,,,11400080,1316,1140008002,2443,56.531780000000005,56.531780000000005,4,False
1140,0095,01,5,1,2,2,41,1.0,6.0,2.0,0.0,46.0,4.0,4.0,1310.0,8869,1.0,4.0,,5.0,4.0,5.0,5.0,1.0,4.0,4.0,1.0,1.0,55.22144,4135   3,,1,0,,,,,,,11400095,1317,1140009501,2444,55.22144,55.22144,4,False
1140,0095,02,5,1,1,1,38,1.0,6.0,1.0,0.0,46.0,2.0,4.0,1140.0,363,4.0,,1.0,1.0,1.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,62.98011999999999,51341553,,1,0,,,,,,,11400095,1317,1140009502,2445,62.98011999999999,62.98011999999999,6,False
1140,0095,03,5,1,1,3,9,2.0,0.0,5.0,0.0,83.0,4.0,5.0,1140.0,805,,,,,1.0,4.0,5.0,5.0,1.0,4.0,1.0,,43.82443,5   3,,0,0,,,,,,,11400095,1317,1140009503,2446,43.82443,43.82443,3,True
1140,0098,01,2,1,1,1,31,2.0,6.0,1.0,0.0,32.0,3.0,4.0,8888.0,0,,,,,1.0,4.0,5.0,5.0,2.0,1.0,1.0,1.0,62.98011999999999,63 41123,,0,0,,,,,,,11400098,1318,1140009801,2447,62.98011999999999,62.98011999999999,2,False
1140,0098,02,2,1,2,2,30,1.0,6.0,2.0,0.0,41.0,4.0,5.0,1290.0,6996,1.0,4.0,,1.0,1.0,5.0,5.0,1.0,5.0,4.0,1.0,1.0,62.98011999999999,3134   3,,0,0,,,,,,,11400098,1318,1140009802,2448,62.98011999999999,62.98011999999999,5,False
1140,0098,03,2,1,2,3,2,,,,,,,,,0,,,,,,,,,,,,,131.3472,,,0,0,,,,,,,11400098,1318,1140009803,2449,131.3472,131.3472,0,False
1140,0100,01,1,1,1,1,50,1.0,6.0,1.0,0.0,32.0,2.0,5.0,1030.0,3749,4.0,,2.0,2.0,1.0,5.0,5.0,2.0,4.0,1.0,1.0,1.0,85.20546,51351553,,0,0,,,,,,,11400100,1319,1140010001,2450,85.20546,85.20546,4,False
1140,0100,02,1,1,2,2,47,1.0,6.0,2.0,0.0,36.0,4.0,2.0,,0,,,,,1.0,5.0,5.0,1.0,2.0,5.0,1.0,1.0,85.20546,21 5   3,,0,0,,,,,,,11400100,1319,1140010002,2451,85.20546,85.20546,7,False
1140,0100,03,1,1,2,3,22,2.0,0.0,4.0,0.0,88.0,3.0,5.0,1053.0,3314,4.0,,1.0,1.0,1.0,5.0,5.0,5.0,4.0,1.0,2.0,,90.54491999999999,351543,1.0,0,0,,,,,,,11400100,1319,1140010003,2452,90.54491999999999,90.54491999999999,0,False
1140,0100,04,1,1,1,3,19,2.0,0.0,5.0,0.0,85.0,3.0,5.0,1053.0,3149,4.0,,1.0,1.0,1.0,5.0,5.0,5.0,4.0,1.0,1.0,,90.54491999999999,351543,,0,0,,,,,,,11400100,1319,1140010004,2453,90.54491999999999,90.54491999999999,2,False
1140,0100,05,1,1,1,3,9,2.0,0.0,5.0,0.0,83.0,4.0,5.0,1130.0,943,,,,,1.0,4.0,5.0,5.0,2.0,5.0,1.0,,67.62013,5   3,,0,0,,,,,,,11400100,1319,1140010005,2454,67.62013,67.62013,4,True
1140,0121,01,3,1,1,1,38,1.0,2.0,8.0,0.0,66.0,4.0,,,0,,,,,1.0,5.0,5.0,2.0,5.0,2.0,2.0,,97.17694,52523,1.0,0,0,,,,,,,11400121,1320,1140012101,2455,97.17694,97.17694,0,False
1140,0121,02,3,1,2,2,33,2.0,2.0,8.0,0.0,56.0,4.0,,,0,,,,,1.0,5.0,5.0,5.0,2.0,2.0,2.0,,97.17694,52523,1.0,0,0,,,,,,,11400121,1320,1140012102,2456,97.17694,97.17694,0,False
1140,0121,03,3,1,2,3,14,2.0,0.0,5.0,0.0,84.0,4.0,5.0,1140.0,1318,,,,,1.0,5.0,5.0,5.0,2.0,2.0,1.0,,94.83866,52523,,0,0,,,,,,,11400121,1320,1140012103,2457,94.83866,94.83866,2,False
1140,0121,04,3,1,1,3,12,2.0,0.0,5.0,0.0,84.0,4.0,5.0,1140.0,1318,,,,,1.0,1.0,5.0,5.0,2.0,2.0,1.0,,94.83866,52523,,0,0,,,,,,,11400121,1320,1140012104,2458,94.83866,94.83866,2,False
1140,0046,01,4,1,1,1,39,1.0,5.0,1.0,0.0,41.0,4.0,5.0,1450.0,14226,1.0,4.0,,1.0,1.0,4.0,5.0,1.0,5.0,4.0,1.0,1.0,97.17694,6145   3,,0,0,,,,,,,11400046,1321,1140004601,2459,97.17694,97.17694,4,False
1140,0046,02,4,1,2,2,34,1.0,6.0,1.0,0.0,41.0,4.0,3.0,8888.0,0,,,,,1.0,4.0,5.0,1.0,2.0,4.0,1.0,1.0,97.17694,73 5   3,,0,0,,,,,,,11400046,1321,1140004602,2460,97.17694,97.17694,4,False
1140,0046,03,4,1,1,3,8,2.0,0.0,5.0,0.0,83.0,4.0,5.0,1140.0,1295,,,,,1.0,3.0,5.0,5.0,1.0,4.0,1.0,,67.62013,5   3,,0,0,,,,,,,11400046,1321,1140004603,2461,67.62013,67.62013,4,True
1140,0046,04,4,1,1,3,5,2.0,0.0,5.0,0.0,83.0,4.0,5.0,1140.0,1295,,,,,1.0,3.0,5.0,5.0,1.0,4.0,1.0,,67.62013,5   3,,0,0,,,,,,,11400046,1321,1140004604,2462,67.62013,67.62013,2,True
1140,0065,01,2,1,1,1,78,1.0,2.0,7.0,0.0,61.0,4.0,,,0,,,,,2.0,5.0,5.0,3.0,5.0,5.0,1.0,,66.48787,5   3,,0,0,,,,,,,11400065,1322,1140006501,2463,66.48787,66.48787,2,False
1140,0065,02,2,1,2,2,78,1.0,2.0,8.0,0.0,82.0,4.0,,,0,,,,,2.0,5.0,5.0,5.0,3.0,5.0,1.0,,66.48787,3   3,,0,0,,,,,,,11400065,1322,1140006502,2464,66.48787,66.48787,2,True
1140,0104,01,1,1,2,1,57,1.0,2.0,1.0,0.0,54.0,4.0,5.0,1040.0,4517,1.0,3.0,,1.0,5.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,111.4631,5344   3,,0,0,,,,,,,11400104,1323,1140010401,2465,111.4631,111.4631,4,False
1150,0033,01,1,1,2,1,45,1.0,5.0,6.0,0.0,46.0,4.0,,,0,,,,,2.0,4.0,5.0,1.0,4.0,3.0,1.0,,81.63214,4   3,,0,0,,,,,,,11500033,1324,1150003301,2466,81.63214,81.63214,3,False
1150,0073,01,4,1,1,1,22,2.0,0.0,4.0,0.0,86.0,3.0,5.0,1253.0,10645,4.0,,3.0,2.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,,113.1196,341413,,1,0,,,,,,,11500073,1325,1150007301,2467,113.1196,113.1196,4,False
1150,0101,01,2,1,1,1,66,1.0,2.0,7.0,0.0,61.0,4.0,,,0,,,,,1.0,4.0,5.0,2.0,4.0,4.0,1.0,,78.98905,5   3,,0,0,,,,,,,11500101,1326,1150010101,2468,78.98905,78.98905,2,False
1150,0101,02,2,1,2,2,59,1.0,2.0,8.0,0.0,82.0,4.0,,,0,,,,,2.0,4.0,5.0,2.0,2.0,4.0,2.0,,72.36091,5   3,2.0,0,0,,,,,,,11500101,1326,1150010102,2469,72.36091,72.36091,0,False
1150,0124,01,5,1,2,1,77,2.0,1.0,7.0,0.0,56.0,4.0,,,0,,,,,1.0,5.0,5.0,5.0,2.0,4.0,2.0,,69.19022,5   3,1.0,0,0,,,,,,,11500124,1327,1150012401,2470,69.19022,69.19022,0,False
1150,0031,01,5,1,2,2,37,1.0,6.0,2.0,0.0,36.0,4.0,4.0,1420.0,13280,1.0,3.0,,1.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,44.02325,4245   3,,0,0,,,,,,,11500031,1328,1150003101,2471,44.02325,44.02325,2,False
1150,0031,02,5,1,1,1,34,1.0,6.0,1.0,0.0,36.0,2.0,4.0,1010.0,4235,4.0,,1.0,5.0,1.0,3.0,5.0,4.0,5.0,1.0,1.0,1.0,44.02325,53251513,,0,0,,,,,,,11500031,1328,1150003102,2472,44.02325,44.02325,7,False
1150,0031,03,5,1,1,3,3,,,,,,,,,0,,,,,,,,,,,,,24.39784,,,0,0,,,,,,,11500031,1328,1150003103,2473,24.39784,24.39784,0,False
1150,0031,04,5,1,2,3,1,,,,,,,,,0,,,,,,,,,,,,,24.39784,,,0,0,,,,,,,11500031,1328,1150003104,2474,24.39784,24.39784,0,False
1150,0121,01,4,1,1,1,32,1.0,6.0,2.0,0.0,41.0,4.0,5.0,1432.0,15473,1.0,1.0,,1.0,1.0,4.0,5.0,1.0,4.0,4.0,1.0,6.0,44.02325,4135   3,,0,0,,,,,,,11500121,1329,1150012101,2475,44.02325,44.02325,7,False
1150,0121,02,4,1,2,2,31,1.0,6.0,2.0,0.0,41.0,4.0,5.0,1432.0,15473,1.0,1.0,,1.0,1.0,5.0,5.0,1.0,4.0,4.0,1.0,1.0,44.02325,4135   3,,1,0,,,,,,,11500121,1329,1150012102,2476,44.02325,44.02325,8,True
1150,0121,03,4,1,2,3,2,,,,,,,,,0,,,,,,,,,,,,,24.39784,,,0,0,,,,,,,11500121,1329,1150012103,2477,24.39784,24.39784,0,False
1150,0121,04,4,1,2,3,1,,,,,,,,,0,,,,,,,,,,,,,24.39784,,,0,0,,,,,,,11500121,1329,1150012104,2478,24.39784,24.39784,0,False
1150,0130,01,2,1,1,1,70,1.0,6.0,7.0,0.0,32.0,3.0,,,0,,,,,1.0,5.0,5.0,2.0,4.0,1.0,1.0,,78.98905,41443,,1,0,,,,,,,11500130,1330,1150013001,2479,78.98905,78.98905,3,False
1150,0130,02,2,1,2,2,65,1.0,4.0,7.0,0.0,41.0,4.0,,,0,,,,,2.0,5.0,5.0,1.0,4.0,5.0,1.0,,78.98905,4   3,,1,0,,,,,,,11500130,1330,1150013002,2480,78.98905,78.98905,4,False
1150,0005,01,2,1,1,1,88,1.0,2.0,7.0,0.0,61.0,1.0,,,0,,,,,1.0,5.0,5.0,2.0,5.0,4.0,1.0,,69.19022,5   3,,0,0,,,,,,,11500005,1331,1150000501,2481,69.19022,69.19022,2,False
1150,0006,01,4,1,1,1,45,1.0,5.0,1.0,0.0,46.0,4.0,4.0,1200.0,5152,1.0,2.0,,1.0,2.0,4.0,5.0,1.0,4.0,3.0,1.0,6.0,53.5837,5224   3,,0,0,,,,,,,11500006,1332,1150000601,2482,53.5837,53.5837,3,False
